"figure_id","predictor","predictor_label","term","estimate","standard_error","ci_lower","ci_upper","p_value","systems_n","students_n","schools_n","excluded_systems"
"Figure 1","Home educational resources","Home educational resources (per scale point)","BSBGHER",14.557450225940306,0.17818846859030896,14.169472955790765,14.945427496089849,6.185196191029802e-18,44,272315,8171,"BRA | CIV | PSE"
"Figure 1","ICT access","Own computer or tablet at home: Yes vs No","ict_accessYes",-0.5173601317796879,0.6133311176016829,-1.8543014592018077,0.8195811956424319,0.41549963798834344,44,272315,8171,"BRA | CIV | PSE"
